id,name,signup_date,last_login,age,income,country,email,phone,purchase_amount,preferred_contact,subscription,latitude,longitude,comments,product_codes,feedback_score,canceled,extra_json
287,Mikhail Lopez,2023-08-21,NA,80,$10k,United Kingdom,mikhail24@gmail.com,699-969-9648,$44.85,,No,25.348737,-102.226254,REF: 000123,"P648,P902",2,N,"{""ref"": 6412, ""promo"": ""A""}"
289,José Lopez,2024-06-06,19-Sep-2025,unknown,"$97,268",Spain,josé70@hotmail.com,0440 027 300,$131.89,,No,87.062207,-93.895162,no comment,"P615,P306,P176,P183",1,Y,"{""ref"": 2084, ""promo"": null}"
862,Anne-Marie O'Reilly,22/04/2022,2024/06/20,unknown,"$61,232",Australia,annemarie16@hotmail.com,5579707907,$181.51,—,0,-43.397231,-160.982393,Great service!,P172,1,N,"{""ref"": 8712, ""promo"": ""B""}"
908,Diana Lopez,"03 Nov, 2021",2025/07/18,,"$59,767",USA,diana76@company.co.uk,0479 898 224,$144.56,E-mail,Y,-57.750495,140.810433,Great service!,P407,4,no,"{""ref"": 9630, ""promo"": ""C""}"
550,,Mar 19 2023,never,47,"$111,413",France,user at domain.com,562-327-7004,$29.53,phone,Yes,-61.134227,62.512350,,"P863,P751",4,Y,"{""ref"": 6114, ""promo"": ""B""}"
268,O'Neil Khan,2021/07/27,26-Oct-2024,73,"$74,224",Germany,oneil42@hotmail.com,+1-091-217-2214,$250.27,,TRUE,-40.651080,-151.409027,REF: 000123,"P584,P771,",2,yes,"{""ref"": 2082, ""promo"": ""A""}"
23,Zoë Smith,Mar 18 2022,08-08-25,78 yrs,"€39,943",United Kingdom,zoë99@hotmail.com,+44 6226 838851,$107.10,Phone,0,3.382312,73.086825,N/A,"P396,P217,P514,P121",4,,"{""ref"": 6928, ""promo"": ""A""}"
306,,16-Oct-2021,Sep 01 2025,,84901 USD,España,@missing.com,0713806713,$59.46,E-mail,0,22.439442,-42.501730,REF: 000123,"P407,P304,P920,P510",five,N,"{""ref"": 6716, ""promo"": ""C""}"
296,李 Brown,"06 Mar, 2023",03-18-24,unknown,"$59,617",Germany,李62@mail.org,5934015364,$166.34,phone,No,-70.247484,17.265416,<script>alert('x')</script>,"P734,P319,P937",1,N,"{""ref"": 7983, ""promo"": null}"
189,O'Neil Smith,2025-08-11,05-22-24,37,,USA,oneil85@hotmail.com,+44 7441 975466,$9.65,Email,1,40.215620,-1.484735,N/A,P694,5,no,"{""ref"": 1698, ""promo"": ""C""}"
616,Zoë Khan,2021-04-27,05/02/2024,23 yrs,"$17,403",Brazil,zoë39@mail.org,,$46.04,Phone,unsubscribed,-8.281816,94.480905,REF: 000123,"P857,P467,P384",3,yes,"{""ref"": 2651, ""promo"": ""B""}"
816,Zoë GarcíaJr.,2025/11/28,2024/04/02,67,"$91,321",Uk,zoë33@example.com,+44 2802 386562,$-84.14,Email,,-28.575999,-20.093974,Great service!,P815,4,,"{""ref"": 3519, ""promo"": null}"
259,Zoë Lopez,08/02/2024,2024/06/20,unknown,"$71,011",Brasil,zoë23@gmail.com,952-753-6749,$118.43,Phone,TRUE,55.078659,18.081555,N/A,P168,4,,"{""ref"": 5539, ""promo"": null}"
228,Anne-Marie Johnson,Nov 24 2024,06/01/2024,unknown,$46k,Brazil,annemarie30@mail.org,9328963406,$66.27,,0,84.851117,-114.848297,REF: 000123,P176,5,,"{""ref"": 2094, ""promo"": ""A""}"
108,Diana Smith,03-30-25,09/09/2024,unknown,$102k,USA,diana91@mail.org,+44 2324 876329,$190.53,Phone,,52.050823,-0.560808,REF: 000123,"P528,P104,P671",1,,"{""ref"": 6929, ""promo"": ""B""}"
735,Sara Smith,May 13 2021,12-15-23 00:28:45,69,"$41,793",united states,sara58@example.com,(051) 556-7409,$293.20,—,unsubscribed,66.944351,27.713380,Loved it 😊,P124,1,yes,"{""ref"": 1545, ""promo"": ""C""}"
334,李 O'Reilly,"02 Apr, 2022",2024/06/25,13,"$48,349",United Kingdom,李72@example.com,(725) 058-3334,$-7.58,Phone,No,67.091445,123.096084,   spaced out   ,"P515,P128,P482,P836",4,,"{""ref"": 5400, ""promo"": null}"
772,Zoë D'Amico,2022-11-25,2024-11-24,,"$46,713",Spain,zoë70@gmail.com,,$-5.43,Email,,17.873872,4.934828,no comment,"P415,P980,P182",4,Y,"{""ref"": 2684, ""promo"": null}"
956,Charlie García,2021/04/06,"07 Nov, 2024",18,"€72,872",United States,charlie76@company.co.uk,450-041-9511,$185.59,,No,-69.749437,84.931346,N/A,P497,4,yes,"{""ref"": 9822, ""promo"": ""B""}"
81,Mikhail Nguyen,18/10/2021,03-09-24,,$60k,Brasil,mikhail41@company.co.uk,(728) 463-9208,$127.81,,,84.474456,8.315224,,P815,,no,"{""ref"": 2650, ""promo"": ""C""}"
590,O'Neil García,01-01-23,—,62,"$69,191",Germany,oneil6 at company.co.uk,+44 8384 784830,$-48.00,,0,-51.905538,178.427199,Great service!,"P998,P368,P735",N/A,N,"{""ref"": 2928, ""promo"": null}"
1000,Charlie O'Reilly,May 29 2025,2025/05/19,25,$55k,united states,charlie79@hotmail.com,0493 067 642x99,$215.45,,N,9999,9999,no comment,P727,3,no,"{""ref"": 1587, ""promo"": ""A""}"
838,李 D'Amico,15-Nov-2025,never,20,,france,李28@gmail.com,9805564419,$5.35,phone,TRUE,9999,9999,Great service!,"P113,P815,P284",1,no,"{""ref"": 7536, ""promo"": ""A""}"
31,O'Neil Chen,30-Dec-2020,"15 Sep, 2024",35,"$98,748",United Kingdom,oneil71@example.com,0429 922 995,$57.34,Email,,76.444851,135.842167,REF: 000123,"P885,P685",5,yes,"{""ref"": 5949, ""promo"": null}"
11,Mikhail Smith,20-Oct-2024 00:28:45,04/05/2024,unknown,$86k,United Kingdom,mikhail49@company.co.uk,3149190586,$-147.49,,FALSE,-64.633640,108.790913,   spaced out   ,"P824,P256,P545,P280",5,no,"{""ref"": 8616, ""promo"": null}"
380,Alice Lopez,Jun 21 2022,2024/04/09,unknown,$83k,DEU,,8557800244,$256.85,email,Y,70.614450,-113.281135,no comment,"P699,P138,P908,P493",4,yes,"{""ref"": 7527, ""promo"": null}"
453,Mikhail Khan,10-24-23,Aug 23 2024,unknown,$90k,france,mikhail20@hotmail.com,6537932219,$127.09,,Yes,-36.350602,-142.068628,REF: 000123,"P787,P349,P531,P151",5,Y,"{""ref"": 2353, ""promo"": ""C""}"
336,Zoë Johnson,05-11-21 00:28:45,16/05/2025,30,"$59,312",Brasil,zoë88 at gmail.com,1785221158,$261.78,phone,0,-11.366874,82.622962,REF: 000123,"P543,P617",4,Y,"{""ref"": 2842, ""promo"": null}"
158,Élodie García,"13 Feb, 2021",08-Oct-2025,unknown,"$60,460",Australia,élodie74@gmail.com,+44 2015 720185,$147.81,Email,No,-59.097729,-81.969362,,"P804,P710,P276",1,no,"{""ref"": 7260, ""promo"": ""C""}"
522,Charlie Chen,07-23-22,08-29-24,30 yrs,"$36,953",United Kingdom,charlie81@company.co.uk,+1-326-753-1805,$39.68,Email,No,168.673439,28.216091,N/A,"P402,P516,P905",4,yes,"{""ref"": 1349, ""promo"": ""A""}"
826,Anne-Marie ChenJr,"29 Jul, 2023",11-23-24,unknown,"$60,197",Untied States,annemarie45@example.com,807 926 6094 ext.123,$93.95,,0,156.526386,48.499664,N/A,"P455,P900,P430,P628",1,,"{""ref"": 7516, ""promo"": ""C""}"
258,Élodie D'AmicoSr,06-Sep-2025,Nov 15 2024,36,"$62,634",United Kingdom,élodie10@company.co.uk,2054647548,$13.28,,TRUE,37.628327,-141.524308,<script>alert('x')</script>,"P445,P193,P808,P601",1,yes,"{""ref"": 5394, ""promo"": ""C""}"
331,José Nguyen,"31 Dec, 2021","27 Jun, 2025",81,"$106,352",Brasil,josé7@hotmail.com,3220414474,$217.68,Phone,No,-68.699486,-32.434240,   spaced out   ,"P817,P110",2,Y,"{""ref"": 4405, ""promo"": ""A""}"
596,Zoë Brown,June 01 2021,05/02/2025 00:28:45,76,"$98,854",United States,zoë79@hotmail.com,0498 885 010,$188.32,Phone,No,60.867895,109.011937,Loved it 😊,"P144,P265",2,,"{""ref"": 4888, ""promo"": ""B""}"
5,李 SMITH,09-25-23,2024/05/12,,"$24,692",united states,李9@mail.org,0439 909 169,$237.25,—,N,-54.058719,5.124398,<script>alert('x')</script>,P568|P423|P869,5,Y,"{""ref"": 2200, ""promo"": ""B""}"
776,李 Smith,26/11/2022,2023/12/10 00:28:45,,"$52,562",United Kingdom,李37@company.co.uk,,$224.96,—,N,44.974788,148.694928,no comment,"P821,P253",5,no,"{""ref"": 6408, ""promo"": null}"
199,José Chen,08-Oct-2021,08-Apr-2024,33,"$64,852",Australia,josé67@mail.org,(652) 203-6849,$205.89,E-mail,1,-77.876892,29.581366,Loved it 😊,"P395,P365",3,N,"{""ref"": 2572, ""promo"": ""B""}"
117,Élodie Smith,14-Mar-2025,Sep 13 2025,39 yrs,29724 USD,united states,élodie6@gmail.com,+1-939-325-0124,$67.85,phone,Subscribed,-29.411230,-131.610716,no comment,P641,5,Y,"{""ref"": 2616, ""promo"": ""B""}"
280,Anne-Marie Johnson,06-19-24,06/05/2025,unknown,"$59,848",United Kingdom,annemarie44 at gmail.com,+1-000-152-9113,$187.08,—,Yes,88.588443,126.512985,Great service!,"P461,P420",3,yes,"{""ref"": 5273, ""promo"": ""B""}"
205,Sara Chen,2021-10-23,19/11/2025,,"$42,702",United States,sara56@example.com,(959) 224-8395,$116.35,email,Y,70.937857,-97.216342,,P425,N/A,yes,"{""ref"": 4074, ""promo"": ""B""}"
432,李 O'Reilly,"03 May, 2022 00:28:45",never,76,"$88,102",United Kingdom,李51@company.co.uk,0496 298 532,$195.80,,unsubscribed,34.655838,-131.603353,no comment,"P586,P183,P260",4,N,"{""ref"": 9962, ""promo"": ""B""}"
175,José Brown,2021/12/25,08/08/2024,,48031 USD,Germany,josé98@company.co.uk,+1-461-476-8342,$220.46,E-mail,Y,-78.235859,-66.495478,N/A,"P586,P648,P805,P902",5,no,"{""ref"": 1162, ""promo"": ""B""}"
743,李 D'Amico,01/07/2024,11/01/2024,unknown,"$56,324",Australia,李32@gmail.com,+44 2179 316250,$187.26,email,1,-21.021234,-102.120200,REF: 000123,"P807,P577",4,,"{""ref"": 4941, ""promo"": ""C""}"
442,Diana O'Reilly,"25 Mar, 2024 00:28:45",2025-01-21,,92247.0 AUD,USA,diana73 at company.co.uk,(257) 033-3295,$142.19,Phone,0,-25.593465,53.214281,<script>alert('x')</script>,"P331,P147,P386,P120",2,,"{""ref"": 2485, ""promo"": null}"
203,anne-marie NGUYEN,22-Oct-2025,06-25-25,,"$77,708",united states,annemarie65 at company.co.uk,8921963945,$139.50,Phone,1,27.812019,-81.626570,,"P398,P539,P195,P327",5,,"{""ref"": 5007, ""promo"": null}"
389,Bob O'Reilly,2024-10-23,Nov 17 2025,unknown,"$59,074",Uk,bob48@hotmail.com,(752) 864-6120,$85.66,Email,Yes,84.875884,-60.715077,<script>alert('x')</script>,"P422,P995,P240",1,yes,"{""ref"": 4772, ""promo"": ""C""}"
941,Alice D'Amico,"01 May, 2022",2024-08-08,,$57k,Spain,alice3@hotmail.com,0455 121 698,$217.62,Phone,1,47.924185,-70.525931,<script>alert('x')</script>,"P938,P336,P742,P236",3,yes,"{""ref"": 6233, ""promo"": ""B""}"
120,Élodie D'Amico,Feb 19 2022,"25 Jun, 2025 00:28:45",64,$69k,france,élodie47@example.com,5616556503,$71.68,Phone,1,78.901282,-114.756096,<script>alert('x')</script>,P651,5,,"{""ref"": 7900, ""promo"": ""C""}"
178,José Lopez,16/01/2024,"19 May, 2025",55,"$47,067",united states,josé17@mail.org,4825311060,$232.75,Phone,unsubscribed,-3.622388,45.901967,<script>alert('x')</script>,"P749,P746,P896,P466",2,,"{""ref"": 5018, ""promo"": null}"
276,Bob García,14-Jul-2023 00:28:45,12-11-24,35,"$90,327",AUS,bob71@mail.org,(841) 484-6019,$131.34,phone,,3.772436,44.490848,<script>alert('x')</script>,"P641,P103,P252,P120",5,yes,"{""ref"": 1023, ""promo"": null}"
950,O'Neil Khan,"21 Nov, 2021",never,27,$45k,Germany,oneil80@gmail.com,+44 5616 038495,$287.84,email,Y,5.167318,-167.624331,,"P827,P513,P173",five,no,"{""ref"": 2145, ""promo"": ""C""}"
14,Élodie Johnson,02/07/2025 00:28:45,04-09-25,45,"$48,020",DEU,élodie19@gmail.com,0447 174 648,$105.15,—,unsubscribed,-34.023182,-62.934004,no comment,"P790,P956",no score,,"{""ref"": 1659, ""promo"": ""B""}"
249,Mikhail D'Amico,"03 Feb, 2024",2024-04-29,63,"$38,825",Australia,mikhail53@example.com,0466 281 372,$40.69,Email,Yes,-47.242056,-45.629355,Loved it 😊,"P143,P143,P324,P876",5,yes,"{""ref"": 6291, ""promo"": null}"
930,Anne-Marie Johnson,"01 Nov, 2025",Jan 21 2025 00:28:45,22,"€56,696",AUS,annemarie29@gmail.com,(609) 446-1501,$78.10,phone,0,-26.374825N,-66.372042E,N/A,"P980,P485,P543",1,yes,"{""ref"": 1341, ""promo"": ""C""}"
990,Zoë García,2021-06-29,Feb 07 2024,,$33k,AUS,zoë19@example.com,0495 920 851,$275.62,,TRUE,-11.202290,-68.266480,Great service!,"P806,P396,P691,P387",3,,"{""ref"": 2023, ""promo"": ""B""}"
536,José García,22-May-2023,never,unknown,"$72,492",Germany,josé7@company.co.uk,+44 5857 837568,$157.76,E-mail,,77.887891N,15.931428E,Loved it 😊,P553,4,no,"{""ref"": 7355, ""promo"": ""A""}"
482,alice SMITH,02-23-21,02/07/2024,47,"$97,102",AUS,alice5@gmail.com,0411 034 956,$148.45,,0,-0.198780,-175.642878,no comment,P799,4,yes,"{""ref"": 7582, ""promo"": null}"
911,Zoë Chen,2023-12-09,14/02/2024,66,$58k,United Kingdom,zoë31@hotmail.com,+44 8540 262180,$151.66,,N,-12.088814,12.795290,   spaced out   ,P663,1,no,"{""ref"": 6801, ""promo"": null}"
552,李 GarcíaSr,2025/10/14,15/10/2025,unknown,$84k,Spain,李70@hotmail.com,(810) 801-5337,$193.48,email,,2.688003,-121.909392,,"P623,P885",3,,"{""ref"": 8069, ""promo"": ""C""}"
581,Zoë D'Amico,05-03-23,2024-07-30,unknown,"$10,934",United States,zoë96@hotmail.com,0497 585 861,$147.97,,Yes,-82.983722,60.065061,<script>alert('x')</script>,P475,2,no,"{""ref"": 8161, ""promo"": ""B""}"
878,Zoë Chen,"02 Dec, 2025 00:28:45",August 24 2025,45,"€99,963",united states,zoë9 at company.co.uk,922 092 5139,$184.17,Phone,1,-38.662956,47.077351,,"P731,P685,",3,yes,"{""ref"": 3073, ""promo"": ""B""}"
130,Élodie Brown,Mar 01 2022,25/05/2025,32,,united states,élodie84@company.co.uk,9749956412,$79.20,phone,Yes,-70.086287,124.722825,<script>alert('x')</script>,"P546,P962",3,no,"{""ref"": 3427, ""promo"": null}"
91,Élodie D'Amico,2025-06-02,2024/04/03 00:28:45,unknown,"$91,941",España,,1477053833,$146.59,email,,98.034621,3.655386,Great service!,"P274,P161,P390",4,,"{""ref"": 1136, ""promo"": ""A""}"
319,Charlie Nguyen,Aug 07 2022,never,65 yrs,"$69,866",DEU,charlie74@mail.org,+1-023-200-1867,$24.33,,TRUE,-26.030778,102.165042,no comment,"P293,P481,P492",2,,"{""ref"": 5740, ""promo"": ""C""}"
127,O'Neil O'Reilly,30/06/2023,2025/02/18,49,"$88,593",DEU,oneil57@gmail.com,+44 4276 170758,$147.08,Phone,0,21.613096,12.045993,REF: 000123,"P954,P272",5,N,"{""ref"": 1067, ""promo"": ""B""}"
741,李 Khan,14-Nov-2024,15-Feb-2024,41 yrs,"$-3,306",Germany,李88@mail.org,(919) 163-6950,$174.57,email,0,31.005124N,-6.739938E,N/A,P457,,N,"{""ref"": 1876, ""promo"": null}"
164,O'Neil O'Reilly,11-21-25,Jul 19 2025,55,$72k,Brasil,oneil88@hotmail.com,0462 110 225,$134.79,—,TRUE,41.862977,-102.621464,Great service!,"P591,P396,P388,P597",5,N,"{""ref"": 5087, ""promo"": ""C""}"
112,Élodie Lopez,07-26-25,"07 Dec, 2023",,$61k,AUS,élodie37@gmail.com,+44 2380 468275,$53.52,Email,N,-16.128571,173.656302,   spaced out   ,"P692,P451,P771,P761",5,,"{""ref"": 8295, ""promo"": null}"
720,O'Neil Lopez,2024-01-13,2024/09/22 00:28:45,55,"€104,029",Germany,oneil79@mail.org,9810997526,$119.97,phone,TRUE,21.451092,-112.809622,N/A,"P216,P397,",4,N,"{""ref"": 1883, ""promo"": null}"
780,Zoë O'Reilly,14-Oct-2025,N/A,,,DEU,zoë59@mail.org,622-380-1370,$168.33,Phone,unsubscribed,77.895529,-172.750374,no comment,"P497,P730,P496",1,no,"{""ref"": 9115, ""promo"": ""B""}"
848,李 Johnson,2025/07/22,never,48,"$50,173",AUS,李92@gmail.com,+44 9889 676218,$200.13,email,Y,52.908324,158.757236,N/A,"P550,P143,P803,P566",no score,,"{""ref"": 6886, ""promo"": null}"
427,Charlie O'Reilly,"31 May, 2024",Sep 10 2024,,$91k,USA,charlie36@company.co.uk,351-746-5642,$47.54,phone,FALSE,47.123674,-40.845418,N/A,"P168,P681",4,,"{""ref"": 6486, ""promo"": ""C""}"
904,O'Neil García,"03 Dec, 2024",2025-09-30,,"$73,163",United States,oneil91@mail.org,0491 047 164,$81.81,—,,10.383964,-160.340291,REF: 000123,"P516,P452,P579",4,Y,"{""ref"": 6645, ""promo"": ""B""}"
957,Alice Khan,09-Mar-2024,never,52,26062 USD,Australia,alice40@company.co.uk,0463 620 916x99,$47.95,Phone,FALSE,77.521006,-171.128014,<script>alert('x')</script>,"P169,P739,",4,no,"{""ref"": 9634, ""promo"": null}"
344,Bob García,"16 Jul, 2022",03-13-25,21,"$71,660",Australia,bob17@mail.org,0488 941 321,$117.15,Email,Y,19.534909,-54.177706,,P590,2,yes,"{""ref"": 7763, ""promo"": ""C""}"
519,José O'Reilly,2023-08-28 00:28:45,2025-02-12,unknown,"$36,071",France,josé65@gmail.com,8123927884,$147.50,,N,-77.849542,6.732358,   spaced out   ,"P585,P500",3,yes,"{""ref"": 5963, ""promo"": ""B""}"
73,,11-25-21 00:28:45,"21 Sep, 2025",41,,France,noemail,9190158144,$198.01,Email,FALSE,-26.835298,-137.855874,Loved it 😊,"P864,P500",2,yes,"{""ref"": 7113, ""promo"": ""A""}"
3,Anne-Marie Smith,"16 Dec, 2020",Jun 24 2025 00:28:45,unknown,"$73,564",USA,annemarie68@gmail.com,(430) 391-1718,$82.93,E-mail,Subscribed,-35.236396,8.912315,N/A,"P652,P873",3,no,"{""ref"": 9479, ""promo"": null}"
946,"name,signup_date,age,income",Nov 11 2021 00:28:45,Sep 08 2025,55,"$58,815",USA,header@example.com,+44 6142 809702 ext.123,$-6.57,phone,0,-34.157649,-114.565105,no comment,"P737,P179,P176",4,Y,"{""ref"": 3216, ""promo"": ""C""}"
424,Alice Johnson,15-Apr-2022,08-08-25,,"$66,343",USA,alice39@example.com,+44 9403 664016,$157.42,,Subscribed,6.009593,133.188897,no comment,"P696,P610,P474",2,,"{""ref"": 8195, ""promo"": ""B""}"
580,José Smith,15/11/2023,11-25-25,,"$42,580",España,josé8@company.co.uk,685-931-5262,$166.56,Phone,1,-74.090710,71.621578,REF: 000123,P103|P750,3,yes,"{""ref"": 6824, ""promo"": ""B""}"
13,Zoë Lopez,02/04/2021,07-26-25 00:28:45,55,,United Kingdom,zoë57@example.com,+44 1167 190229,$52.86,,unsubscribed,65.358617,44.387326,Loved it 😊,"P561,P553,P404,P980",1,,"{""ref"": 2625, ""promo"": ""B""}"
513,Diana Brown,12-Jun-2021,04-08-25,,"$75,425",United States,diana69@example.com,350-516-0232,$174.69,—,0,12.914277,119.818936,,P923,1,yes,"{""ref"": 3488, ""promo"": ""B""}"
754,李 Lopez,Jun 07 2024,never,35,$48k,United States,李26@company.co.uk,+1-373-949-1258,$102.51,E-mail,N,-59.420327,-134.300011,Loved it 😊,"P458,P794,P809,P299",3,,"{""ref"": 5586, ""promo"": ""C""}"
705,李 Nguyen,13/08/2021,04-05-25,,"$83,447",AUS,李40@company.co.uk,+1-728-310-1850,$121.00,E-mail,0,-77.509065,-147.644333,   spaced out   ,"P766,",1,Y,"{""ref"": 7888, ""promo"": null}"
464,Alice D'Amico,Apr 03 2021,2024-12-23,,"$30,479",España,alice30@gmail.com,888-048-5142,$209.15,—,Yes,49.318448,98.251733,<script>alert('x')</script>,"P904,P839",3,yes,"{""ref"": 8234, ""promo"": null}"
109,Mikhail Nguyen,15/06/2021,2024-01-16 00:28:45,48,38467 USD,Brazil,mikhail4@company.co.uk,+44 9956 353153,$241.85,phone,No,-12.301282,-134.071091,,P546,4,yes,"{""ref"": 3234, ""promo"": null}"
527,李 Brown,"12 Jul, 2025",16/07/2025 00:28:45,66,"$68,514",AUS,李15@company.co.uk,9916764032,$151.26,phone,,36.205127,64.840279,   spaced out   ,"P907,P646",4,Y,"{""ref"": 3864, ""promo"": null}"
377,Élodie Khan,2025/06/21,never,,"$75,384",United Kingdom,élodie40@gmail.com,+44 8212 156495,$-45.16,,,59.291040,-78.652369,REF: 000123,P884,2,,"{""ref"": 2315, ""promo"": ""B""}"
182,Bob D'Amico,09-11-21,10-26-24,31,"$84,608",España,bob22@gmail.com,0400 401 041,$102.88,email,Y,80.051764,-11.735456,no comment,"P426,P982",4,,"{""ref"": 8320, ""promo"": ""A""}"
364,,2021-09-30,never,unknown,"$34,836",United States,@missing.com,0418 104 502,$211.19,—,Subscribed,-5.189778,115.789283,N/A,"P243,P550,P180,P322",5,N,"{""ref"": 4424, ""promo"": ""C""}"
969,Charlie O'Reilly,2024/01/04 00:28:45,May 01 2025,10,"€40,966",Spain,charlie58@company.co.uk,+1-322-607-3478,$49.74,E-mail,TRUE,46.196379,29.676628,Loved it 😊,"P895,",2,N,"{""ref"": 4576, ""promo"": ""B""}"
828,Diana Smith,July 31 2021,24/03/2024,46,"$29,567",france,diana49@gmail.com,0448 467 640,$132.76,,FALSE,34.424399,-119.676046,   spaced out   ,P484|P170,4,Y,"{""ref"": 1880, ""promo"": null}"
782,Diana D'Amico,Nov 22 2023,July 04 2024,57,"$35,665",United Kingdom,diana1@gmail.com,(584) 642-0181,$200.57,Email,No,68.355432,-162.280471,   spaced out   ,P714,N/A,,"{""ref"": 2836, ""promo"": null}"
309,O'Neil Lopez,2023-08-14,2024/01/26,,"$72,695",Brasil,oneil15@gmail.com,0489 480 186,$163.06,,0,-66.942766,-58.223698,Loved it 😊,"P619,P482,P548,P111",N/A,no,"{""ref"": 8771, ""promo"": ""C""}"
771,Diana Chen,2022/12/11,NA,60,101742.0 AUD,Spain,diana98@hotmail.com,+1-156-781-4082,$174.97,E-mail,unsubscribed,-2.128018,-132.054435,no comment,"P560,P181",2,,"{""ref"": 4549, ""promo"": ""A""}"
305,Charlie O'Reilly,04-27-25,2024/02/25 00:28:45,unknown,,Australia,charlie52@company.co.uk,+44 4915 795546,$214.86,email,1,-42.291643,-172.459814,Great service!,P145,5,Y,"{""ref"": 1634, ""promo"": ""B""}"
799,Alice Lopez,"14 Aug, 2024",04-01-25,,"$61,821",United Kingdom,alice20@company.co.uk,(728) 740-7519,$125.86,phone,FALSE,-4.414371,125.675287,Great service!,"P421,P523",1,,"{""ref"": 7096, ""promo"": null}"
366,Diana Brown,Mar 29 2024,May 23 2025,,"$81,015",United Kingdom,diana59@gmail.com,096-906-7649,"$16,373.87",E-mail,unsubscribed,-71.885254,-93.645319,REF: 000123,"P872,P459,P214",3,,"{""ref"": 8433, ""promo"": ""B""}"
43,Bob Brown,Aug 01 2022,Aug 28 2024,47,"$58,179",France,bob50@example.com,+44 5412 126788,$52.26,—,TRUE,-65.908078,63.204601,N/A,"P897,P186,P842,P672",2,,"{""ref"": 7237, ""promo"": ""B""}"
376,Élodie O'Reilly,28/07/2023,never,27,"$77,736",Germany,élodie31@example.com,+44 8225 127267,$85.16,,0,-37.400719,147.877258,N/A,"P976,P233",4,no,"{""ref"": 9942, ""promo"": null}"
864,李 Chen,2023-10-29 00:28:45,never,89,50070 USD,España,李94 at example.com,0461 588 445,$31.82,Phone,Yes,21.094961,169.134791,<script>alert('x')</script>,P650,3,Y,"{""ref"": 7748, ""promo"": ""B""}"
547,José García,Dec 19 2020,never,unknown,$53k,Australia,josé56@hotmail.com,9346389012,$109.96,,unsubscribed,-26.203509,2.028295,   spaced out   ,"P221,P171,P468,P519",2,Y,"{""ref"": 8624, ""promo"": ""A""}"
457,Bob Lopez,11/03/2024,2024/12/03 00:28:45,44,"$67,511",Spain,bob53@hotmail.com,(016) 276-2922,$169.78,Email,unsubscribed,-4.989275,136.856426,Loved it 😊,"P759,P506,P187,P504",5,,"{""ref"": 9810, ""promo"": ""A""}"
789,Élodie Chen,Oct 12 2025,2025/04/12,57,"$79,100",AUS,élodie42@mail.org,0088943830,$-3.42,Phone,TRUE,-54.246310,102.019399,N/A,P631,3,Y,"{""ref"": 9327, ""promo"": ""A""}"
695,Charlie D'AmicoJr.,2025-02-01,Nov 19 2024,74,66837.0 AUD,france,charlie8@example.com,+44 4164 508629,$-2.80,phone,Yes,-30.548760,23.123454,<script>alert('x')</script>,"P844,P665,P600",1,N,"{""ref"": 6964, ""promo"": ""C""}"
295,Zoë Brown,2025/10/01,17-Dec-2024,31,"$69,795",USA,zoë95@mail.org,389-156-2415,$1.69,email,0,-87.818261,-93.167475,<script>alert('x')</script>,"P703,P326,P989,P811",3,Y,"{""ref"": 4662, ""promo"": ""A""}"
573,Alice Johnson,09-Dec-2023,Oct 07 2025,,"$86,788",France,alice76@hotmail.com,+1-867-170-8049,$135.25,—,Yes,23.830438,-123.668382,no comment,"P185,P257,P705,P325",3,,"{""ref"": 6783, ""promo"": ""B""}"
888,Mikhail García,21-Oct-2025,never,unknown,"$50,291",España,mikhail75@gmail.com,(943) 856-3375,$95.55,Phone,N,-53.363723,96.862008,,"P991,P102,P215,P674",1,Y,"{""ref"": 4776, ""promo"": ""B""}"
572,Élodie D'Amico,17-Aug-2022 00:28:45,2024/09/18,50,"€67,414",Spain,élodie74@company.co.uk,+44 8190 041589,$157.05,,Yes,73.481128,93.137516,Loved it 😊,P423|P867|P100,4,N,"{""ref"": 9497, ""promo"": ""A""}"
618,Sara Brown,2025-04-01,27-Mar-2025,27,"$67,390",USA,sara7@company.co.uk,(003) 818-0364,$-1.33,Email,Y,9999,9999,<script>alert('x')</script>,"P177,P823,P358,",N/A,N,"{""ref"": 9483, ""promo"": ""C""}"
493,Sara D'Amico,2025-02-27,"30 Jan, 2025",83,"$49,480",united states,sara46@example.com,3830775582,$-88.34,—,TRUE,55.958145,120.897334,REF: 000123,"P866,P504,P102",4,yes,"{""ref"": 2346, ""promo"": ""A""}"
774,Zoë Smith,03-Feb-2021,Jul 07 2025,23,"$65,819",Australia,zoë89@example.com,0401 155 769,$59.46,Phone,N,9.095703,-33.348411,   spaced out   ,"P925,P354,P260",5,N,"{""ref"": 9109, ""promo"": ""B""}"
458,Zoë Khan,2022-12-02,09-14-24,unknown,"€76,762",United States,zoë91@example.com,+44 5789 391295,$34.25,Phone,,19.395382,-73.691468,REF: 000123,"P140,P157,P993,P767",2,yes,"{""ref"": 5419, ""promo"": ""B""}"
945,Bob O'Reilly,Nov 06 2022 00:28:45,never,,$64k,france,bob93@mail.org,(140) 508-5013,$275.87,,N,3.374612,-161.580418,REF: 000123,P287,3,,"{""ref"": 5373, ""promo"": ""B""}"
487,Alice D'Amico,June 16 2022,—,unknown,"$85,187",USA,alice82@company.co.uk,+44 9962 083479,$-65.23,phone,Y,11.533325,-50.911754,   spaced out   ,"P232,P878,P235,P664",2,Y,"{""ref"": 1763, ""promo"": null}"
